BATCH_LAB_ID,LAT,LON,BBOT,BTOP,METHOD,SOC,W350,W360,W370,W380,W390,W400,W410,W420,W430,W440,W450,W460,W470,W480,W490,W500,W510,W520,W530,W540,W550,W560,W570,W580,W590,W600,W610,W620,W630,W640,W650,W660,W670,W680,W690,W700,W710,W720,W730,W740,W750,W760,W770,W780,W790,W800,W810,W820,W830,W840,W850,W860,W870,W880,W890,W900,W910,W920,W930,W940,W950,W960,W970,W980,W990,W1000,W1010,W1020,W1030,W1040,W1050,W1060,W1070,W1080,W1090,W1100,W1110,W1120,W1130,W1140,W1150,W1160,W1170,W1180,W1190,W1200,W1210,W1220,W1230,W1240,W1250,W1260,W1270,W1280,W1290,W1300,W1310,W1320,W1330,W1340,W1350,W1360,W1370,W1380,W1390,W1400,W1410,W1420,W1430,W1440,W1450,W1460,W1470,W1480,W1490,W1500,W1510,W1520,W1530,W1540,W1550,W1560,W1570,W1580,W1590,W1600,W1610,W1620,W1630,W1640,W1650,W1660,W1670,W1680,W1690,W1700,W1710,W1720,W1730,W1740,W1750,W1760,W1770,W1780,W1790,W1800,W1810,W1820,W1830,W1840,W1850,W1860,W1870,W1880,W1890,W1900,W1910,W1920,W1930,W1940,W1950,W1960,W1970,W1980,W1990,W2000,W2010,W2020,W2030,W2040,W2050,W2060,W2070,W2080,W2090,W2100,W2110,W2120,W2130,W2140,W2150,W2160,W2170,W2180,W2190,W2200,W2210,W2220,W2230,W2240,W2250,W2260,W2270,W2280,W2290,W2300,W2310,W2320,W2330,W2340,W2350,W2360,W2370,W2380,W2390,W2400,W2410,W2420,W2430,W2440,W2450,W2460,W2470,W2480,W2490,W2500
FS15R_FS4122,-32.32422,115.93066,80,41,FIELD_SPEC_FR,0.5806736706485337,0.05354,0.0449085,0.0373565,0.0388865,0.039902,0.0412255,0.041856,0.044656,0.048668,0.0535875,0.0564985,0.05747,0.05779,0.0598565,0.0636635,0.068887,0.074818,0.0806365,0.0874515,0.0956075,0.105219,0.115902,0.126982,0.1374565,0.145656,0.1524095,0.1578305,0.162498,0.167107,0.1714785,0.175837,0.180021,0.184454,0.188966,0.193647,0.1984055,0.203129,0.207808,0.2120935,0.2158615,0.219127,0.221574,0.2234535,0.2246745,0.2250785,0.224956,0.224581,0.2236775,0.22254,0.2214795,0.2202825,0.219059,0.217909,0.217076,0.2162225,0.2155355,0.2149565,0.2146655,0.214468,0.214248,0.214228,0.2145155,0.2145325,0.211629,0.21207,0.212415,0.212692,0.213383,0.2137625,0.2142985,0.214502,0.214799,0.215329,0.2159435,0.216594,0.217032,0.21759,0.2181605,0.2186265,0.219168,0.219522,0.219713,0.219748,0.219897,0.2200615,0.220111,0.220221,0.220129,0.219911,0.21962,0.219313,0.2188405,0.21841,0.218023,0.2174205,0.216874,0.2162355,0.215798,0.2153015,0.2147665,0.214186,0.213283,0.212258,0.2103705,0.2078095,0.206536,0.204572,0.203813,0.205998,0.2059945,0.2055525,0.205277,0.2052665,0.2052755,0.2051745,0.2050175,0.204939,0.2046805,0.2045135,0.2042675,0.2040485,0.2038545,0.20359,0.203299,0.203064,0.202923,0.2027595,0.2026005,0.202443,0.2022245,0.2021055,0.202072,0.2019465,0.201794,0.201681,0.2016275,0.2014825,0.201441,0.2011485,0.2009405,0.2003985,0.2000225,0.1998455,0.1997105,0.199659,0.1996495,0.1975485,0.197812,0.1978495,0.198291,0.198301,0.1980855,0.1971295,0.194855,0.192231,0.188416,0.1852,0.1840725,0.184155,0.184953,0.1861255,0.187287,0.188784,0.190434,0.1920615,0.1937405,0.1951695,0.196742,0.198036,0.1992665,0.20022,0.201229,0.2019795,0.2026165,0.2035115,0.204035,0.2050185,0.2059325,0.2067335,0.205555,0.2018725,0.197514,0.195305,0.1932355,0.1909125,0.1863055,0.1852845,0.1933745,0.194886,0.194331,0.193505,0.1933465,0.1927665,0.193214,0.1933085,0.193038,0.192016,0.1916165,0.1922675,0.191933,0.190755,0.189754,0.1899705,0.187432,0.188145,0.188219,0.187966,0.18688,0.1838775,0.1832785,0.1805165,0.1786085,0.180424,0.184122,0.184447,0.177891
FS15R_FS4124,-35.50011,138.96431,200,150,FIELD_SPEC_FR,0.11141695008940289,0.043489,0.0428375,0.0428315,0.0448455,0.0445835,0.0483185,0.0483235,0.0505555,0.0559155,0.0621735,0.06684,0.068154,0.0690525,0.0707345,0.075139,0.081944,0.0895645,0.09781,0.1073835,0.119133,0.1335165,0.1504475,0.1687215,0.1865615,0.20069,0.211846,0.2194235,0.224522,0.228359,0.231262,0.2340005,0.236468,0.2392935,0.2422925,0.2456915,0.2492355,0.252781,0.2562925,0.259187,0.261397,0.2629565,0.263407,0.263044,0.262029,0.260028,0.257622,0.2548975,0.2518925,0.248734,0.2458085,0.2428875,0.239972,0.23755,0.235314,0.23353,0.2318985,0.2302855,0.2292545,0.228472,0.227758,0.2270465,0.226753,0.226553,0.222314,0.2221635,0.222014,0.222309,0.2226365,0.2227975,0.223099,0.223159,0.223384,0.223826,0.2242025,0.224683,0.2251235,0.225614,0.2260545,0.226463,0.2269375,0.227169,0.2272385,0.2272425,0.227102,0.2270265,0.227041,0.226901,0.226728,0.226408,0.2258975,0.2253965,0.2248435,0.224289,0.223674,0.222907,0.2221085,0.2213985,0.2206685,0.2200015,0.219386,0.21865,0.217646,0.216421,0.2141985,0.211117,0.2095385,0.207407,0.206704,0.209277,0.209192,0.208761,0.2084425,0.208495,0.2084825,0.208205,0.2079795,0.2076725,0.207278,0.2069475,0.2065305,0.2062165,0.2059275,0.2056585,0.2054755,0.205181,0.2047945,0.204469,0.204179,0.2039505,0.203703,0.203435,0.2033135,0.203134,0.2029095,0.2027215,0.2026015,0.2024225,0.2022185,0.201967,0.2014665,0.2010585,0.200648,0.2002715,0.2000235,0.1997925,0.1997365,0.197141,0.1971575,0.1974685,0.197443,0.1972565,0.1968905,0.1957445,0.193491,0.1908535,0.1871575,0.184513,0.184006,0.1846115,0.1854355,0.186493,0.187538,0.1887215,0.190232,0.191378,0.192878,0.1944915,0.195836,0.1971815,0.198107,0.1990965,0.1999835,0.200515,0.2008875,0.201695,0.2025715,0.203036,0.204081,0.204429,0.202916,0.1989355,0.194376,0.191747,0.1895985,0.1870655,0.181593,0.1808485,0.189288,0.1913845,0.1902075,0.189401,0.188513,0.1878615,0.188991,0.1890835,0.1884375,0.1875835,0.1868655,0.1876865,0.1878025,0.18602,0.184897,0.184491,0.182805,0.1830205,0.1835785,0.1839955,0.182648,0.1799945,0.176121,0.1757055,0.173785,0.1730845,0.171195,0.178266,0.176695
FS15R_FS4125,-37.87924,140.42435,16,0,FIELD_SPEC_FR,0.3541272332911898,0.0357655,0.0261255,0.030241,0.0317705,0.033349,0.0353575,0.037752,0.0399535,0.0424655,0.0442395,0.046321,0.04701,0.0478475,0.0492825,0.0515535,0.0545065,0.0572755,0.0600325,0.0630985,0.066467,0.0700095,0.0735275,0.077147,0.0807145,0.0838915,0.0868395,0.089785,0.093002,0.09671,0.1007255,0.105106,0.1096415,0.1144955,0.1195715,0.1249525,0.1305635,0.136355,0.1422735,0.1481795,0.15408,0.160029,0.1658045,0.171552,0.1772655,0.182665,0.1879515,0.1931735,0.198143,0.2028305,0.207657,0.2123045,0.21658,0.2211535,0.225596,0.230117,0.2344315,0.2386915,0.2431565,0.247475,0.252005,0.25627,0.2607675,0.265219,0.2711515,0.274993,0.2796,0.2842875,0.289038,0.2938555,0.298505,0.3030005,0.3075815,0.3123005,0.3169835,0.321937,0.326774,0.331732,0.3367855,0.3418025,0.3468505,0.3517015,0.356198,0.360706,0.3651615,0.369539,0.3738235,0.3780165,0.3819415,0.385679,0.389045,0.3923625,0.395605,0.3986175,0.4012455,0.403418,0.4053065,0.407128,0.40907,0.410743,0.4122355,0.4129575,0.412849,0.4122035,0.4063145,0.3948055,0.3874305,0.380864,0.380021,0.391645,0.393689,0.3947205,0.3972045,0.4015045,0.4057445,0.4088235,0.4113635,0.41364,0.415541,0.4177125,0.419395,0.420745,0.4226095,0.4245415,0.426261,0.427692,0.4290375,0.4302025,0.4311825,0.432129,0.4329015,0.433389,0.4335885,0.433982,0.4339715,0.4339555,0.433964,0.4334985,0.4327805,0.431999,0.431622,0.431165,0.4303415,0.429849,0.4293975,0.428867,0.428879,0.4267965,0.4271535,0.428352,0.428746,0.4287755,0.427037,0.4210315,0.4084085,0.3886295,0.3618735,0.339673,0.3300335,0.3283585,0.3310435,0.336193,0.342167,0.348818,0.3557415,0.362777,0.3695845,0.3754795,0.380658,0.384827,0.3877315,0.3900665,0.392217,0.3938515,0.395126,0.396302,0.3971545,0.397348,0.397859,0.3967155,0.390145,0.376092,0.3624035,0.3534385,0.347263,0.3396655,0.3259305,0.322005,0.345726,0.3502395,0.3446355,0.337094,0.330903,0.3266465,0.330536,0.331161,0.3288725,0.324947,0.324552,0.3249565,0.322453,0.316983,0.314213,0.3111045,0.3059785,0.3046015,0.3053295,0.3032905,0.298855,0.292582,0.28649,0.2822195,0.276458,0.2792355,0.275529,0.279504,0.277831
FS15R_FS4126,-25.26789,152.59187,42,16,FIELD_SPEC_FR,0.015945295764290823,0.0291255,0.0342465,0.032626,0.034325,0.035374,0.0384055,0.03972,0.041192,0.0442825,0.04659,0.048375,0.0483515,0.049216,0.050428,0.052458,0.055183,0.057967,0.060757,0.0635775,0.066697,0.0699265,0.0731825,0.076198,0.079393,0.082125,0.08474,0.087339,0.090155,0.093513,0.0971185,0.1011385,0.105097,0.109398,0.113867,0.118687,0.123716,0.128869,0.134228,0.139577,0.144963,0.1504495,0.1558845,0.1613705,0.166827,0.1721045,0.1772865,0.1825485,0.1875335,0.1924545,0.1975505,0.202409,0.2071755,0.2120485,0.2170055,0.221822,0.2266435,0.231349,0.2364595,0.241498,0.2465035,0.251272,0.256281,0.261533,0.2686745,0.2738165,0.2792515,0.284597,0.2900625,0.295737,0.3012815,0.306518,0.3121275,0.3178355,0.323734,0.3298465,0.3357185,0.341867,0.347965,0.354312,0.3606045,0.3665835,0.3722335,0.37788,0.383607,0.389163,0.3945965,0.399913,0.404978,0.409659,0.413968,0.4182295,0.422282,0.4260645,0.4294245,0.432237,0.434629,0.4367855,0.4390135,0.4410745,0.4429365,0.4438135,0.443487,0.442566,0.4351445,0.421184,0.4125345,0.4043075,0.4028045,0.4166465,0.4187565,0.41944,0.4222005,0.4273575,0.4324465,0.436158,0.4391685,0.441711,0.44384,0.446185,0.4480625,0.4494145,0.451498,0.4536625,0.4553775,0.457085,0.4584925,0.459673,0.4607765,0.4614735,0.461861,0.462106,0.4622355,0.462256,0.462266,0.46216,0.4618785,0.461287,0.4604625,0.4592635,0.4583835,0.457305,0.4561805,0.454804,0.4538955,0.4529575,0.4526475,0.449382,0.44978,0.450276,0.450733,0.4500195,0.4474655,0.4395175,0.423228,0.400192,0.370131,0.345778,0.334787,0.3331045,0.3357285,0.3413015,0.3478525,0.3548965,0.3624705,0.370253,0.37765,0.3842795,0.3902405,0.394913,0.3987345,0.401849,0.4040965,0.4059215,0.4074995,0.409014,0.410513,0.410876,0.411855,0.4105005,0.4031565,0.387582,0.3714925,0.362017,0.3552675,0.347256,0.33186,0.3274355,0.3548555,0.359504,0.3533995,0.344907,0.337244,0.3331005,0.336579,0.33742,0.3347215,0.330691,0.3283825,0.328773,0.3259175,0.319806,0.3164245,0.3133425,0.308375,0.3078385,0.306708,0.3056175,0.30144,0.294723,0.288324,0.283441,0.280162,0.2792205,0.277092,0.2769595,0.276435
FS15R_FS4127,-35.018604,138.5225,64,42,FIELD_SPEC_FR,0.6359937917399794,0.035012,0.037111,0.0363215,0.0372045,0.0393115,0.04201,0.043957,0.045735,0.0491485,0.052503,0.0548315,0.0557015,0.0560495,0.0579275,0.060958,0.0654195,0.069584,0.07413,0.078911,0.084198,0.090122,0.096436,0.1028935,0.109206,0.114539,0.119498,0.1243355,0.129492,0.1353065,0.141423,0.147931,0.154527,0.1615975,0.168752,0.1764595,0.1843345,0.1924535,0.200788,0.2090375,0.217159,0.2252495,0.232804,0.240156,0.247184,0.253446,0.2592645,0.2647525,0.269645,0.274083,0.278407,0.282353,0.286052,0.2897815,0.293443,0.29721,0.3009,0.3045845,0.3084725,0.3126615,0.316767,0.320865,0.325103,0.3294495,0.3357395,0.3398205,0.3443475,0.3493305,0.35424,0.3593925,0.3644285,0.3693405,0.37425,0.3795395,0.38509,0.39084,0.396481,0.402259,0.40825,0.4142925,0.420279,0.4260045,0.4313345,0.4367495,0.4421635,0.4474475,0.4525865,0.457381,0.461771,0.4655925,0.4689135,0.4723315,0.47546,0.478157,0.4803205,0.481712,0.482475,0.483076,0.483847,0.484332,0.484746,0.4838845,0.4813785,0.4779735,0.465947,0.445717,0.4331755,0.422415,0.4206025,0.4388725,0.4412415,0.4413195,0.4440415,0.4499435,0.455577,0.4592385,0.4620365,0.4641595,0.465548,0.4676665,0.4690705,0.4697675,0.471768,0.4738595,0.4754565,0.476569,0.4775865,0.4781625,0.4787145,0.478924,0.478918,0.4787335,0.4783385,0.478098,0.4778225,0.477328,0.47685,0.4759335,0.4749155,0.4735145,0.471856,0.4700665,0.4682925,0.466409,0.464823,0.463246,0.4625775,0.458401,0.458228,0.458611,0.4583355,0.457471,0.453806,0.4438745,0.4246175,0.4007805,0.370569,0.3471765,0.3384105,0.337845,0.340416,0.3454505,0.35169,0.358693,0.366033,0.3733385,0.380744,0.387562,0.3935035,0.398684,0.402841,0.4065575,0.409191,0.4113495,0.412501,0.4139565,0.415291,0.4154055,0.4158905,0.4143215,0.4050485,0.386109,0.367217,0.3563095,0.3488735,0.339838,0.322576,0.3179875,0.3490375,0.354333,0.347093,0.3381405,0.3303385,0.3260345,0.330891,0.3321955,0.3291785,0.3247215,0.3216545,0.321977,0.3190145,0.3116405,0.307783,0.305009,0.3004335,0.297895,0.2997115,0.297563,0.2934925,0.2882545,0.280401,0.2751285,0.273619,0.2709855,0.2743905,0.2682475,0.2788205
FS15R_FS4128,-37.634453,144.95079,81,64,FIELD_SPEC_FR,0.06157067159816376,0.048001,0.0335045,0.0418975,0.0376845,0.0393855,0.041868,0.0443805,0.0460235,0.0497285,0.0531825,0.0552645,0.0556055,0.056491,0.05817,0.061744,0.066157,0.070942,0.0757175,0.0810995,0.087093,0.094033,0.1016065,0.1093335,0.117002,0.123441,0.1295125,0.1353575,0.141499,0.148273,0.1555545,0.1631435,0.1710225,0.1792805,0.1878175,0.196807,0.2061615,0.215656,0.2255615,0.2352425,0.2446845,0.25389,0.262405,0.270308,0.277509,0.283656,0.289086,0.2937925,0.2976555,0.3009285,0.3038825,0.3064245,0.308653,0.3109815,0.3131455,0.3154895,0.317915,0.320438,0.323252,0.3264,0.329516,0.332804,0.3362295,0.339606,0.344772,0.347904,0.3518075,0.35637,0.360988,0.3653865,0.369975,0.3744125,0.379124,0.383984,0.389159,0.3945735,0.4000915,0.4055295,0.4114345,0.4174,0.4232795,0.428959,0.434448,0.439918,0.4454075,0.4506945,0.455763,0.4604095,0.4647855,0.468415,0.4715445,0.474787,0.477574,0.4799015,0.481839,0.482783,0.4830185,0.482997,0.4832675,0.4832875,0.4830865,0.481656,0.4782265,0.4736475,0.459371,0.4365045,0.42215,0.4100405,0.4079615,0.426845,0.4289695,0.4286835,0.4315545,0.4381985,0.4446405,0.4488235,0.45179,0.453903,0.455333,0.45755,0.45895,0.4597645,0.4618185,0.464194,0.4659015,0.4669325,0.4679465,0.468599,0.4689235,0.469155,0.4690675,0.4687485,0.468337,0.4679605,0.4675805,0.466994,0.466243,0.465284,0.4642995,0.4626755,0.4608045,0.4588385,0.4567785,0.4546175,0.45253,0.450727,0.4497945,0.445691,0.445418,0.4453615,0.4446775,0.4436465,0.4393445,0.4277205,0.4066165,0.381733,0.3515875,0.32914,0.320948,0.320499,0.3231655,0.3281295,0.3339825,0.3408425,0.348057,0.3556885,0.362938,0.3700315,0.3760215,0.381756,0.3860745,0.390126,0.3931015,0.395039,0.3965575,0.398298,0.399829,0.399703,0.4003675,0.3985615,0.3894135,0.3700935,0.350757,0.339796,0.331631,0.3224145,0.305319,0.3007835,0.330221,0.335169,0.327442,0.318249,0.309861,0.3055665,0.3114075,0.3134205,0.3112855,0.306262,0.3036005,0.303401,0.3008345,0.293874,0.289834,0.286592,0.2803805,0.2794645,0.280446,0.278466,0.2748375,0.268227,0.2621975,0.257395,0.2555365,0.252464,0.253395,0.2482435,0.2691315
FS15R_FS4129,-32.60955,149.57259,101,81,FIELD_SPEC_FR,0.13081313893530644,0.0568925,0.0489815,0.0461595,0.0477595,0.0508265,0.0520885,0.052923,0.055207,0.0592765,0.063563,0.0676325,0.068998,0.0698725,0.0724155,0.0769545,0.0828185,0.088942,0.0955295,0.103073,0.1126545,0.1246615,0.1391665,0.1554485,0.171839,0.18561,0.1976605,0.207946,0.217213,0.226203,0.234939,0.2434815,0.2521325,0.2611445,0.2703915,0.2800405,0.290086,0.3002385,0.310403,0.320097,0.328949,0.336928,0.343478,0.348809,0.352877,0.3555685,0.357332,0.3584085,0.3586995,0.358702,0.358593,0.358249,0.3581615,0.358586,0.359287,0.3605795,0.362067,0.3641045,0.3667165,0.369813,0.3731475,0.376653,0.380459,0.384499,0.3897125,0.3944295,0.39939,0.403822,0.4087795,0.414021,0.418846,0.42372,0.4286885,0.434033,0.439615,0.44529,0.4511735,0.4570295,0.4631835,0.4693535,0.475647,0.4814465,0.4870535,0.492475,0.4979175,0.5032145,0.5082195,0.512959,0.517116,0.5204005,0.523157,0.52619,0.528942,0.531137,0.5327365,0.53315,0.533017,0.53254,0.532462,0.532146,0.531723,0.5295495,0.5250775,0.520019,0.503968,0.477311,0.4620255,0.450433,0.4489275,0.4743955,0.4774815,0.4771755,0.480448,0.4880205,0.495006,0.4991305,0.5018565,0.5034735,0.5045305,0.506811,0.5080665,0.5083815,0.5105775,0.5132545,0.5149465,0.516194,0.517271,0.5182035,0.518582,0.518724,0.5185435,0.5183665,0.518068,0.5177785,0.517323,0.516579,0.5160115,0.5150435,0.513849,0.5123875,0.5105335,0.5083915,0.506207,0.504076,0.5018205,0.4998575,0.4986925,0.4945395,0.4943825,0.49406,0.4937135,0.492621,0.4884825,0.4761285,0.454175,0.4297695,0.399896,0.377215,0.369582,0.36958,0.373118,0.3778715,0.3841135,0.391327,0.398464,0.4059945,0.4133665,0.4203805,0.4264225,0.431899,0.436611,0.440233,0.4426045,0.4444735,0.44552,0.446497,0.4476235,0.44658,0.44677,0.444011,0.431613,0.407034,0.3838555,0.372576,0.3648665,0.3538625,0.3322285,0.3257815,0.3648795,0.3722495,0.363216,0.353329,0.3443205,0.3392805,0.3456225,0.347583,0.3450635,0.339424,0.336411,0.3372155,0.334302,0.3259035,0.320955,0.317816,0.311367,0.3106495,0.313173,0.3114305,0.3067755,0.301015,0.2935945,0.290574,0.2877955,0.292386,0.283591,0.282557,0.283404
FS15R_FS4130,-26.59126,153.08278,140,101,FIELD_SPEC_FR,0.8860717464048928,0.0682,0.057981,0.051388,0.0511315,0.0499155,0.0504305,0.051009,0.053277,0.055771,0.0609565,0.065062,0.067525,0.069266,0.071947,0.076351,0.08241,0.088512,0.0952025,0.103571,0.115446,0.13247,0.155915,0.1849055,0.2162405,0.2432405,0.266374,0.283605,0.296695,0.307249,0.315877,0.3238205,0.331377,0.3396145,0.3482325,0.3574835,0.367156,0.376735,0.386193,0.3946105,0.40149,0.406679,0.4096935,0.4109345,0.4106135,0.4086305,0.4058385,0.4026235,0.398824,0.395044,0.3919135,0.38897,0.386434,0.384937,0.3840685,0.383971,0.3845225,0.385727,0.3878615,0.3907995,0.393855,0.397136,0.400882,0.405101,0.4099875,0.414155,0.418198,0.4232355,0.428134,0.4327875,0.437182,0.441698,0.446147,0.4511125,0.4559595,0.460904,0.4658805,0.4709365,0.47619,0.4815815,0.486666,0.4916095,0.496146,0.500839,0.505361,0.509742,0.513853,0.5174635,0.520685,0.5230265,0.524992,0.5271375,0.5289935,0.5301605,0.5310025,0.5310105,0.530217,0.529266,0.52864,0.527922,0.5272185,0.525017,0.520571,0.5149915,0.498256,0.4728735,0.4573015,0.444566,0.442115,0.464541,0.465347,0.4635155,0.4671395,0.476906,0.485467,0.4899185,0.492307,0.4931695,0.49325,0.495396,0.4963825,0.496261,0.498969,0.502328,0.504614,0.506305,0.507648,0.508709,0.50937,0.509755,0.509965,0.5099835,0.5098475,0.509538,0.50911,0.508615,0.507953,0.5072565,0.506222,0.5048955,0.5030875,0.500992,0.4988685,0.496587,0.494249,0.4922735,0.4909935,0.486519,0.4859595,0.4855875,0.484642,0.483194,0.478244,0.46451,0.441143,0.418139,0.3913765,0.3716335,0.3654755,0.3663425,0.369425,0.3742605,0.3800915,0.386657,0.393708,0.400877,0.4078515,0.414689,0.420558,0.4261555,0.430893,0.4344245,0.437137,0.4387595,0.4401805,0.4414985,0.4425695,0.441704,0.442031,0.4389475,0.427621,0.403566,0.380756,0.3681555,0.358819,0.3480305,0.3270265,0.3210795,0.3546985,0.3593445,0.3478565,0.3327355,0.3221095,0.316548,0.3270575,0.331731,0.330533,0.325441,0.3237265,0.324681,0.3220185,0.3135475,0.3091695,0.306418,0.3013425,0.3003505,0.303441,0.302253,0.2987505,0.2937225,0.2885825,0.284156,0.283949,0.2825645,0.282259,0.2813675,0.289176
FS15R_FS4131,-35.071907,138.5398,200,140,FIELD_SPEC_FR,0.4154229295475885,0.1038655,0.0875745,0.077539,0.0765165,0.078411,0.079089,0.079382,0.0835665,0.088084,0.0951995,0.101656,0.106544,0.110272,0.1145695,0.1194725,0.125834,0.132565,0.1395745,0.1485975,0.16128,0.1796945,0.2051955,0.237484,0.2746605,0.309708,0.341822,0.3675,0.387715,0.403813,0.417246,0.4289965,0.4403245,0.452283,0.464658,0.47784,0.4913255,0.5043375,0.516174,0.5257195,0.532099,0.534972,0.5343285,0.53108,0.525987,0.5194645,0.5126025,0.5058875,0.4994255,0.4939405,0.489342,0.485991,0.4834645,0.482805,0.48339,0.4851275,0.488124,0.492356,0.497738,0.504238,0.511341,0.5192415,0.5275015,0.5360455,0.5460225,0.5558975,0.5653675,0.574342,0.5831375,0.5915875,0.599651,0.6071685,0.614529,0.6218345,0.629247,0.6367545,0.644086,0.651197,0.6585845,0.6660195,0.6727075,0.6792045,0.6849765,0.6905915,0.696,0.700889,0.7055105,0.7095315,0.712725,0.7144905,0.7157945,0.7183625,0.7208115,0.7224135,0.72281,0.720901,0.7179455,0.7151875,0.71359,0.7115515,0.710186,0.7044835,0.6945185,0.687538,0.661472,0.6162345,0.5976425,0.587702,0.5933065,0.6509945,0.6606935,0.6625695,0.6673,0.6767705,0.6851545,0.689705,0.692204,0.693351,0.6935725,0.696226,0.6972045,0.696864,0.699868,0.703599,0.7056725,0.7071965,0.7087445,0.70987,0.710578,0.710968,0.7111495,0.7112315,0.711122,0.711081,0.7108025,0.710549,0.7099655,0.7093765,0.708227,0.706527,0.704374,0.7019785,0.6993785,0.696475,0.6930385,0.6894155,0.6874065,0.6806965,0.6799675,0.68072,0.679002,0.679037,0.6758145,0.6611205,0.6365065,0.6115835,0.5796505,0.5550725,0.551065,0.555865,0.561229,0.5670245,0.57355,0.580963,0.5881275,0.5959015,0.602951,0.609984,0.6163415,0.6217,0.626324,0.6289825,0.630321,0.629456,0.627793,0.626237,0.625303,0.618352,0.6153675,0.607241,0.5805925,0.528984,0.4916125,0.4833085,0.477831,0.460678,0.4227815,0.411636,0.4940395,0.515434,0.5074945,0.4969645,0.488238,0.4796665,0.4829315,0.481307,0.4750605,0.46377,0.4590585,0.4607185,0.458995,0.4453635,0.438624,0.4339165,0.422927,0.4246505,0.432812,0.432961,0.4266315,0.4151765,0.4008065,0.3940795,0.391802,0.389615,0.38814,0.397412,0.391235
FS15R_FS4132,-31.468365,152.2497,8,0,FIELD_SPEC_FR,0.4727714527228424,0.074585,0.069402,0.0702785,0.071482,0.075417,0.0805965,0.0832705,0.0870075,0.091643,0.0962475,0.099464,0.100893,0.1021985,0.1042495,0.107643,0.1123775,0.117166,0.121938,0.1267475,0.131867,0.1368705,0.1416705,0.146074,0.150389,0.1542655,0.157637,0.16101,0.1645735,0.1691325,0.174202,0.1796565,0.185214,0.1911585,0.1971835,0.203355,0.2095,0.215534,0.221593,0.2273335,0.2328965,0.238245,0.243157,0.248032,0.252687,0.2568785,0.261025,0.2649035,0.2684825,0.2718895,0.2752855,0.278499,0.2814955,0.284493,0.287441,0.290239,0.293004,0.2955185,0.298518,0.3012015,0.3037705,0.306375,0.309059,0.311449,0.3133465,0.3159745,0.318882,0.3217055,0.3244635,0.3272775,0.3300665,0.3325895,0.335249,0.338003,0.3407785,0.343656,0.346479,0.3492475,0.3522315,0.3550705,0.358031,0.360865,0.363347,0.365871,0.3682075,0.370725,0.373292,0.375827,0.378225,0.380445,0.382565,0.384737,0.386913,0.389085,0.390918,0.392541,0.394106,0.3955155,0.397124,0.398739,0.400212,0.4011135,0.4013015,0.40064,0.395061,0.3905945,0.392588,0.3852515,0.3854015,0.40127,0.4058355,0.408138,0.410083,0.4119675,0.414117,0.4160225,0.4180565,0.4204005,0.4226145,0.4244505,0.4262455,0.4279695,0.429585,0.431076,0.4325,0.434164,0.435694,0.4371485,0.4386215,0.440037,0.4414105,0.442545,0.4435485,0.4446385,0.445596,0.4465055,0.4476565,0.448337,0.448812,0.449062,0.449973,0.4506435,0.4511665,0.4520365,0.452417,0.4529975,0.4538355,0.453504,0.455183,0.45691,0.4584895,0.4599495,0.4604365,0.458601,0.4518305,0.440154,0.422242,0.406862,0.399917,0.3995695,0.4030245,0.4083125,0.414493,0.420654,0.4267675,0.4330915,0.438927,0.4445215,0.4484775,0.451731,0.453724,0.455335,0.4565725,0.4578835,0.4588135,0.459747,0.4606165,0.460149,0.46171,0.460304,0.4522855,0.436663,0.4200585,0.4071355,0.4002595,0.4007525,0.383393,0.3817055,0.423387,0.43538,0.435423,0.433394,0.430417,0.4278165,0.42428,0.4198055,0.4136285,0.410102,0.4103205,0.4115985,0.4090505,0.4018825,0.4003405,0.397301,0.3902765,0.3900145,0.395806,0.394641,0.391356,0.3827085,0.3728025,0.368567,0.365018,0.363549,0.3612235,0.358972,0.3465705
